p_mut	p_inf	n_inf_n_mean
0.025118864315095822	0.006	3833.3333333333335
0.025118864315095822	0.0065	3833.3333333333335
0.025118864315095822	0.007	3833.3333333333335
0.025118864315095822	0.0075	3833.3333333333335
0.025118864315095822	0.008	3833.3333333333335
0.025118864315095822	0.0085	3833.3333333333335
0.025118864315095822	0.009	4000.0
0.025118864315095822	0.0095	4333.333333333333
0.025118864315095822	0.01	4500.0
0.03981071705534969	0.0	0.0
0.03981071705534969	0.0005	500.0
0.03981071705534969	0.001	1000.0
0.03981071705534969	0.0015	1500.0
0.03981071705534969	0.002	2000.0
0.03981071705534969	0.0025	2333.3333333333335
0.03981071705534969	0.003	2499.9666666666667
0.03981071705534969	0.0035	2666.633333333333
0.03981071705534969	0.004	3333.3333333333335
0.03981071705534969	0.0045	3499.9333333333334
0.03981071705534969	0.005	3666.6666666666665
0.03981071705534969	0.0055	3833.3333333333335
0.03981071705534969	0.006	3999.9666666666667
0.03981071705534969	0.0065	3999.9
0.03981071705534969	0.007	4166.666666666667
0.03981071705534969	0.0075	4166.666666666667
0.03981071705534969	0.008	4166.633333333333
0.03981071705534969	0.0085	4333.333333333333
0.03981071705534969	0.009	4500.0
0.03981071705534969	0.0095	4500.0
0.03981071705534969	0.01	4666.6
0.0630957344480193	0.0	0.0
0.0630957344480193	0.0005	166.66666666666666
0.0630957344480193	0.001	166.66666666666666
0.0630957344480193	0.0015	166.56666666666666
0.0630957344480193	0.002	333.26666666666665
0.0630957344480193	0.0025	833.2333333333333
0.0630957344480193	0.003	1499.8333333333333
0.0630957344480193	0.0035	1666.6333333333334
0.0630957344480193	0.004	1666.5333333333333
0.0630957344480193	0.0045	1833.1333333333334
0.0630957344480193	0.005	1833.2333333333333
0.0630957344480193	0.0055	1999.8
0.0630957344480193	0.006	1999.8
0.0630957344480193	0.0065	1999.7333333333333
0.0630957344480193	0.007	2166.5666666666666
0.0630957344480193	0.0075	2166.5666666666666
0.0630957344480193	0.008	2166.5
0.0630957344480193	0.0085	2166.4333333333334
0.0630957344480193	0.009	2166.4
0.0630957344480193	0.0095	2166.5
0.0630957344480193	0.01	2333.1666666666665
