p_mut	p_inf	seed	n_inf_n	n_rec_n	ief_mean	ief_var	ief_max	ief_min	r0_mean	r0_var	r0_bins
0.0001	0.006	15	0	23	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.006	16	0	16	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.006	17	0	15	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.006	18	0	16	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.006	19	0	13	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.006	20	0	18	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.006	21	0	11	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.006	22	0	19	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.006	23	0	20	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.006	24	0	13	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.006	25	0	16	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.006	26	0	19	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.006	27	0	9	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.006	28	0	16	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.006	29	0	14	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.006	30	0	13	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.007	1	0	18	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.007	2	0	18	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.007	3	0	18	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.007	4	0	16	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.007	5	0	20	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.007	6	0	17	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.007	7	0	18	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.007	8	0	15	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.007	9	0	17	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.007	10	0	14	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.007	11	0	19	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.007	12	0	18	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.007	13	0	18	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.007	14	0	14	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.007	15	0	23	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.007	16	0	16	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.007	17	0	26	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.007	18	0	16	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.007	19	0	13	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.007	20	0	20	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.007	21	0	11	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.007	22	0	19	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.007	23	0	20	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.007	24	0	15	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.007	25	0	25	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.007	26	0	20	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.007	27	0	14	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.007	28	0	17	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.007	29	0	14	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.007	30	0	21	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.008	1	0	28	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.008	2	0	26	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.008	3	0	18	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.008	4	0	25	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.008	5	0	38	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.008	6	0	23	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.008	7	0	25	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.008	8	0	35	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.008	9	5000	0	472.66942546761965	748203.2947059976	24305.766371021033	2.2659404185710748	92.82703845453202	2048.203078383762	[3, 5, 8, 9, 10, 12, 11, 12, 19, 18, 19, 23, 19, 24, 20, 22, 30, 20, 23, 21, 28, 23, 29, 32, 30, 27, 21, 31, 35, 25, 24, 19, 32, 28, 29, 28, 26, 20, 24, 23, 19, 27, 33, 26, 31, 28, 24, 21, 29, 34, 23, 36, 24, 24, 27, 23, 25, 23, 30, 26, 29, 34, 24, 34, 34, 29, 29, 29, 34, 22, 31, 21, 32, 32, 33, 29, 32, 21, 26, 42, 31, 29, 28, 47, 25, 32, 24, 33, 42, 31, 27, 26, 27, 21, 30, 26, 32, 26, 35, 24, 17, 30, 22, 29, 27, 23, 28, 21, 22, 35, 39, 22, 35, 36, 31, 30, 31, 34, 32, 35, 48, 30, 26, 32, 26, 23, 33, 44, 40, 32, 26, 30, 28, 48, 40, 40, 46, 31, 45, 48, 34, 44, 54, 48, 62, 59, 65, 90, 120, 532, 9]
0.0001	0.008	10	0	14	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.008	11	0	19	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.008	12	0	18	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.008	13	0	18	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.008	14	0	14	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.008	15	0	22	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.008	16	0	20	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.008	17	0	17	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.008	18	0	18	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.008	19	0	13	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.008	20	0	20	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.008	21	0	11	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.008	22	0	28	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.008	23	0	20	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.008	24	0	15	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.008	25	0	27	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.008	26	0	20	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.008	27	0	19	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.008	28	0	20	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.008	29	0	17	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.008	30	0	28	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.009	1	0	62	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.009	2	0	32	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.009	3	0	18	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.009	4	0	37	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.009	5	0	61	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.009	6	0	20	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.009	7	0	23	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.009	8	0	61	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.009	9	0	17	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.009	10	0	14	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.009	11	0	24	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.009	12	0	21	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.009	13	0	18	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.009	14	0	14	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.009	15	0	22	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.009	16	0	22	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.009	17	0	31	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.009	18	5000	0	555.5245708025813	1.6178694091836137e6	24222.177869949053	2.3691142413015407	97.7894179965747	2066.4551027740545	[0, 1, 8, 6, 22, 14, 10, 13, 12, 19, 24, 21, 19, 16, 12, 22, 24, 32, 19, 16, 16, 18, 14, 30, 29, 16, 24, 35, 29, 20, 19, 18, 16, 27, 25, 16, 27, 25, 23, 15, 27, 25, 26, 33, 17, 27, 25, 28, 26, 22, 21, 30, 24, 23, 29, 28, 27, 18, 25, 28, 24, 36, 29, 37, 32, 26, 28, 21, 28, 27, 25, 24, 23, 25, 24, 26, 26, 27, 31, 18, 37, 20, 19, 23, 14, 21, 31, 33, 28, 34, 28, 19, 23, 17, 31, 25, 14, 16, 26, 30, 30, 19, 35, 27, 30, 20, 26, 31, 27, 23, 26, 33, 26, 37, 36, 34, 40, 31, 34, 39, 25, 33, 38, 28, 30, 43, 37, 41, 43, 27, 26, 40, 42, 45, 39, 44, 48, 50, 55, 48, 40, 52, 55, 57, 56, 70, 72, 97, 119, 667, 42]
0.0001	0.009	19	0	15	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.009	20	0	43	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.009	21	0	32	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.009	22	0	17	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.009	23	0	35	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.009	24	0	24	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.009	25	0	41	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.009	26	5000	0	496.21590996302257	1.114565704150164e6	23131.08101642774	1.3247104470599773	93.79849077633544	2029.7234033843752	[2, 5, 6, 11, 11, 18, 9, 16, 17, 17, 22, 18, 18, 19, 25, 20, 16, 25, 25, 23, 25, 23, 23, 26, 22, 29, 19, 16, 24, 20, 29, 33, 32, 22, 30, 22, 31, 30, 33, 33, 25, 34, 22, 11, 24, 27, 30, 31, 26, 22, 31, 35, 26, 21, 28, 23, 26, 41, 19, 23, 26, 29, 32, 29, 19, 27, 32, 32, 27, 33, 28, 30, 28, 34, 30, 35, 26, 27, 27, 22, 29, 28, 18, 33, 27, 26, 37, 32, 25, 28, 23, 29, 21, 35, 27, 28, 25, 31, 36, 31, 35, 33, 32, 27, 21, 29, 27, 32, 26, 29, 33, 36, 28, 40, 33, 32, 50, 28, 28, 36, 34, 23, 35, 37, 42, 23, 40, 37, 43, 32, 32, 37, 23, 35, 32, 44, 41, 54, 39, 35, 36, 40, 46, 45, 53, 51, 81, 81, 116, 547, 39]
0.0001	0.009	27	0	20	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.009	28	0	25	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.009	29	0	18	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.009	30	0	21	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0015	1	0	11	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0015	2	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0015	3	0	12	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0015	4	0	11	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0015	5	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0015	6	0	11	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0015	7	0	12	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0015	8	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0015	9	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0015	10	0	12	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0015	11	0	12	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0015	12	0	14	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0015	13	0	12	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0015	14	0	12	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0015	15	0	13	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0015	16	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0015	17	0	12	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0015	18	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0015	19	0	11	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0015	20	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0015	21	0	11	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0015	22	0	14	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0015	23	0	12	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0015	24	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0015	25	0	11	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0015	26	0	13	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0015	27	0	9	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0015	28	0	12	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0015	29	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0015	30	0	12	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0025	1	0	11	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0025	2	0	14	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0025	3	0	12	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0025	4	0	11	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0025	5	0	12	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0025	6	0	11	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0025	7	0	13	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0025	8	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0025	9	0	12	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0025	10	0	12	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0025	11	0	12	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0025	12	0	14	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0025	13	0	12	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0025	14	0	12	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0025	15	0	14	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0025	16	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0025	17	0	12	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0025	18	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0025	19	0	11	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0025	20	0	12	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0025	21	0	11	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0025	22	0	14	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0025	23	0	14	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0025	24	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0025	25	0	11	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0025	26	0	15	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0025	27	0	9	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0025	28	0	12	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0025	29	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0025	30	0	12	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0035	1	0	14	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0035	2	0	14	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0035	3	0	16	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0035	4	0	11	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0035	5	0	17	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0035	6	0	11	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0035	7	0	13	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0035	8	0	11	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0035	9	0	12	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0035	10	0	13	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0035	11	0	14	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0035	12	0	14	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0035	13	0	17	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0035	14	0	12	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0035	15	0	14	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0035	16	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0035	17	0	13	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0035	18	0	15	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0035	19	0	11	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0035	20	0	12	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0035	21	0	11	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0035	22	0	19	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0035	23	0	14	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0035	24	0	11	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0035	25	0	13	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0035	26	0	15	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0035	27	0	9	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0035	28	0	12	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0035	29	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0035	30	0	12	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0045	1	0	15	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0045	2	0	15	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0045	3	0	18	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0045	4	0	20	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0045	5	0	19	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0045	6	0	11	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0045	7	0	13	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0045	8	0	14	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0045	9	0	12	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0045	10	0	13	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0045	11	0	14	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0045	12	0	16	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0045	13	0	11	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0045	14	0	14	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0045	15	0	15	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0045	16	0	11	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0045	17	0	18	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0045	18	0	15	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0045	19	0	11	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0045	20	0	12	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0045	21	0	11	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0045	22	0	27	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0045	23	0	20	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0045	24	0	13	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0045	25	0	17	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0045	26	0	12	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0045	27	0	9	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0045	28	0	15	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0045	29	0	14	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0045	30	0	16	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0055	1	0	19	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0055	2	0	17	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0055	3	0	18	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0055	4	0	18	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0055	5	0	20	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0055	6	0	16	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0055	7	0	13	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0055	8	0	15	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0055	9	0	13	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0055	10	0	13	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0055	11	0	13	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0055	12	0	18	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0055	13	0	23	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0055	14	0	14	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0055	15	0	15	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0055	16	0	14	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0055	17	0	15	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0055	18	0	16	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0055	19	0	13	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0055	20	0	18	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0055	21	0	11	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0055	22	0	19	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0055	23	0	20	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0055	24	0	13	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0055	25	0	17	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0055	26	0	15	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0055	27	0	9	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0055	28	0	16	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0055	29	0	14	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0055	30	0	16	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0065	1	0	19	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0065	2	0	20	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0065	3	0	18	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0065	4	0	23	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0065	5	0	20	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0065	6	0	18	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0065	7	0	17	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0065	8	0	16	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0065	9	0	17	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0065	10	0	13	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0065	11	0	19	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.0001	0.0065	12	0	18	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
